		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
ICSE	Liu, Kui, et al	On the efficiency of test suite based program repair: A systematic assessment of 16 automated repair systems for java programs.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9283931	9	Liu, Kui, et al. "On the efficiency of test suite based program repair: A systematic assessment of 16 automated repair systems for java programs." Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering. 2020.	Patch generation; Program repair; Efficiency; Empirical assessment;	Java; Systematics; Computer bugs; Maintenance engineering; Tools; Search problems; Software engineering;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This is a large scale study that measures the efficiency of APR tools for Java. They focus on the strategy for traversing the search space, for minimizing test effort for validation, and for prioritization of correct patch generation.	They find that wrong location is often cause of irrelevant patches; template based systems perform well for repair but are not efficient.	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	Defects4J		https://github.com/SerVal-DTF/APR-Efficiency.git			https://github.com/SerVal-DTF/APR-Efficiency.git	10k patches per tool (16 tools)	time was not limited	10k patches generated/evaluated at most per bug per tool		jGenProg, GenProg-A, jMutRepair, kPAR, RSRepair-A, jKali, Kali-A, Dynamoth, Nopol, ACS, Cardumen, ARJA, SimFix, FixMiner, AVATAR, TBar					FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J, Bugs.jar	FALSE	Presents results for both normal and perfect FL scenarios		giant repo of per-bug patches generated by 16 tools	TRUE	TRUE	carefully discussed: they have a set of 15 criteria for correct patches if not identical to human (basically codifying what "semantically equivalent" means)		
ICSE	Hong, Seongjoon, et al	SAVER: scalable, precise, and safe memory-error repair.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9284096	10	Hong, Seongjoon, et al. "SAVER: scalable, precise, and safe memory-error repair." Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering. 2020.	Program repair; Program analysis; Memory errors; Debugging;	Memory management; Static analysis; Maintenance engineering; Tools; Flow graphs; Open Source software; Software engineering;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	SAVER targets memory errors in C programs (e.g., memory leak, double-free, use-after-free). Method uses an "object flow graph" which "summarizes the program's heap-related behavior using static analysis."	Built using the front-end of INFER (an open source Facebook tool) to translate C programs to SIL IR. Tool written in OCaml. Custom benchmark of 10 open-source C programs. NB: program released only as a binary blob.	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom, unnamed, part is inherited from another tool's evaluation (FootPatch), part is new from GitHub	SAVER	GitHub - kupl/SAVER_public NB: binary blob and execution instructions			GitHub - kupl/SAVER_public NB: binary blob and execution instructions	runtime total across all programs is on the order of 1.5 hours. Comparator tool FootPatch takes about two hours.	All experiments were done on a virtual machine running Ubuntu-16.04 with 4 virtual CPUs and 32GB memory, powered by Intel Corei7-7700 processor.	worst individual project takes 1 hour to run							FALSE	FALSE	FALSE		FALSE	FALSE				TRUE	C programs with memory errors; part inherited from another paper, part new (scraped from GitHub and filtered for criteria)	custom, not named / published as a benchmark on its own	FALSE	uses static analysis to identify memory errors; not test-case driven			FALSE	TRUE	"correct" seems to mean "no longer has detected memory errors"		
ICSE	Le, Xuan-Bach D	On reliability of patch correctness assessment.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812054	11	Le, Xuan-Bach D., et al. "On reliability of patch correctness assessment." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	Automated program repair; empirical study;  test case generation;	Maintenance engineering; Tools;Gold; Reliability; Task analysis; Software; Best practices; 	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This paper covers an important topic in APR: correctness assessment. Here, they focus on two kinds: auotmated (e.g., held out tests) where correctness is essentially defined as generalizes to new tests; and author annotation.	User study: 35 professional devs were used to annotate patch correctness. They used inter-rater agreement as a proxy for annotation quality.	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Patches generated by ACS, Kali, GenProg, Nopol, S3, Angelix, and Enumerative and CVC4 embedded in JFix. D4J & S3's dataset															FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J, S3 paper's bugs	FALSE				TRUE	TRUE	This paper is all about correctness: either developer-labeled, or test-suite-labeled.		
ICSE	Maoz, Shahar, Jan Oliver Ringert, and Rafi Shalom	Symbolic repairs for GR (1) specifications.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812056	12	Maoz, Shahar, Jan Oliver Ringert, and Rafi Shalom. "Symbolic repairs for GR (1) specifications." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	reactive synthesis; repair; GR(1);	Maintenance engineering; Safety; Glass; Cascading style sheets; Benchmark testing; Scalability; Standards;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This is a paper on symbolic model synthesis for robotics and aims to "repair" unrealizable constraint sets. I wouldn't classify this as APR in the way we're discussing it, though it fits a broader definition.	"We are partly inspired by this body of work [Joe note: APR]. However, we do not deal with repairing imperative programs but rather with repairing GR(1) specifications, which are temporal declarative specifications for reactive systems."	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Ghorbani, Negar, Joshua Garcia, and Sam Malek	Detection and repair of architectural inconsistencies in java.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812079	13	Ghorbani, Negar, Joshua Garcia, and Sam Malek. "Detection and repair of architectural inconsistencies in java." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	Java Platform Module System; Architectural Inconsistencies; Static Program Analysis; Software Architecture; Module; Detection; Repair; Security; Maintainability; Encapsulation; Software Bloat; Java;	Java; Computer architecture; Software; Bars; Encapsulation; Security; Maintenance engineering;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This introduces DARCY, a static analysis informed approach that detects and repairs inconsistent dependencies (largely differences between module declarations and usage of modules in an application). Evaluated on 38 Java-9 applications.	Not really bugs as much as efficiency and potential security considerations.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Saha, Seemanta	Harnessing evolution for multi-hunk program repair.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812131	14	Saha, Seemanta. "Harnessing evolution for multi-hunk program repair." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	automatic program repair; multi-hunk patches; code similarity; 	Maintenance engineering; Computer bugs; Cloning; Tools; History; Search problems; Syntactics;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This is the Hercules paper. Targets multi-hunk bugs by analyzing code to identify siblings, then abstracting a template-based fix and concretizing it using in-scope ingredients at each location.	Needs project history, does some nice analysis. Their motivating example is a bad one: they synthesized a function call to code that fixes the bug (not fixing it directly). The issue is that this code was from the fixed version of the program, and the D4J maintainers left it in the artificially-constructed buggy version.	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J	Hercules	closed source	no model provided	trained on Bugs.jar (sans the projects also in D4J)	not available			5 hours on a 3.6ghz double core processor with 4GB ram; Ubuntu 16.04, Java 7. Timeout 5 hours (top 200 locations from SBFL got 50 candidate patches at most per repair schema)							FALSE	FALSE	TRUE	unspecified (machine learning based patch ranking model)	FALSE	FALSE	no	unspecified	unspecified	FALSE		Defects4J	FALSE	uses SBFL + some enhancements to search for code siblings	program history	neither; code and data not available. got a spreadsheet from the authors on request	TRUE	TRUE	semantic equivalence		n/a
ICSE	Tomassi, David A	Bugswarm: Mining and continuously growing a dataset of reproducible failures and fixes.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812141	15	Tomassi, David A., et al. "Bugswarm: Mining and continuously growing a dataset of reproducible failures and fixes." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	Bug Database; Reproducibility; Software Testing; Program Analysis; Experiment Infrastructure;	Tools; Software maintenance; Libraries; Open source software; Software quality; Java; Python; 	FALSE	TRUE	FALSE	TRUE	TRUE	Joe	BugSwarm is a tool for mining defects and their repairs using Travis CI	It's an interesting way to get current and diverse bugs. Not widely used though, I don't think.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Xu, Xuezheng, et al	VFix: value-flow-guided precise program repair for null pointer dereferences.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8812101	16	Xu, Xuezheng, et al. "VFix: value-flow-guided precise program repair for null pointer dereferences." 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE). IEEE, 2019.	program repair; static analysis; null dereference;	Maintenance engineering; Computer bugs; Tools; Aerospace electronics; Software; Australia;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	VFix aims to fix a narrow set of bugs well. They consider only null pointer exceptions and evaluate on D4J where they outperform other tools on this class of bugs.	I feel like we need a bunch of papers like this. They've thought carefully about a specific class of bugs, and repair it efficiently and well. Very unlike more general approaches where, if it works, who knows why. Feels like the kind of thing that builds knowledge in the SE community.	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J, plus some other Apache projects	VFix	code used to be available, but is not anymore?				10 minutes per bug (extremely efficient)		10 minutes per bug; if it finds a repair, it's almost always the first thing they try							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J, also some other Apache projects	FALSE	value-flow analysis is used to identify potential null pointer dereferece exceptions		per-bug	TRUE	TRUE	A patch is correct iff it passes all the test cases in the test suite and is also semantically or syntactically equivalent to a human-written patch		
ICSE	Wen, Ming, et al	Context-aware patch generation for better automated program repair.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453055	17	Wen, Ming, et al. "Context-aware patch generation for better automated program repair." Proceedings of the 40th international conference on software engineering. 2018.	Context-Aware; Automated Program Repair; Patch Prioritization;	Computer bugs; Maintenance engineering; Search problems; Explosions; Context modeling; Software; Benchmark testing;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	CapGen - context-aware patch generation for Java. Prioritizes mutation operators (works at AST level), ranks patches before evaluating.	Evaluated on Defects4J and IntroClassJava. Statistical model (not ML) used to select repair operations (data crunched from BugFixSet). Ingredients selected according to probability.	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J and IntroClassJava	CapGen	https://github.com/MingWEN-CS/CapGen			https://github.com/MingWEN-CS/CapGen	90 minutes per bug	Our experiments are run on a CentOS server with 2x Intel Xeon E5-2450 Core CPU @2.1GHz and 192GB physical memory	90 minutes							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J, IntroClassJava	FALSE	More sophisticated than just SBFL: picks fault space, operator space, and fix ingredient space separately; ranks patches by the multiplied outputs of a statistical model for each of those		per-bug	TRUE	TRUE	semantic equivalence		
ICSE	Hua, Jinru, et al	Towards practical program repair with on-demand candidate generation.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453056	18	Hua, Jinru, et al. "Towards practical program repair with on-demand candidate generation." Proceedings of the 40th international conference on software engineering. 2018.	debugging; program repair; program synthesis; lazy initialization; execution driven pruning; 	Maintenance engineering; Computer bugs; Runtime; Syntactics; Debugging; Java;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	SketchFix - instead of generating a bunch of patches, then evaluating all at once (common for other methods), they lazily generate patches to reduce compile time and use runtime info of tests		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J	SketchFix	https://github.com/SketchFix/SketchFix				not explicitly stated that I saw; worst individual bug was 208.5 minutes (so at least 3.5 hours)	All performance experiments are conducted on a platform with 4-core Intel Core i7-6700 CPU (3.40 GHz) and 16 Gigabyte RAM on Ubuntu 16.04	not stated, but at least 3.5 hours based on worst report in table							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J	FALSE	SBFL using Ochiai (limited to top 50)		per-bug	TRUE	TRUE	semantic equivalence		
ICSE	Yi, Jooyong, et al	A correlation study between automated program repair and test-suite metrics.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453057	19	Yi, Jooyong, et al. "A correlation study between automated program repair and test-suite metrics." Proceedings of the 40th International Conference on Software Engineering. 2018.	Code Coverage; Program Repair; Mutation Testing;	Maintenance engineering; Measurement; Correlation; Software reliability; Software; Software testing;	TRUE	FALSE	FALSE	FALSE	TRUE	Joe	This paper asks whether test suite metrics from software testing can be used for APR, e.g., whether they meaningfully correlate to repair correctness (the only kind of quality they explicitly look at).	This is a presentation of a journal-first paper that appeared in 2017 in EMSE. Document contains basically no details. Original paper: J. Yi, S. H. Tan, S. Mechtaev, M. Böhme, and A. Roychoudhury. 2017. A Correlation Study between Automated Program Repair and Test-Suite Metrics. EMSE (2017).	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Motwani, Manish, et al	Do automated program repair techniques repair hard and important bugs?.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453058	20	Motwani, Manish, et al. "Do automated program repair techniques repair hard and important bugs?." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated program repair; Repairability;	Maintenance engineering; Java; Computer bugs; Correlation; Software engineering; Complexity theory; Benchmark testing;	TRUE	TRUE	FALSE	FALSE	TRUE	Joe	This is a journal-first paper as well. It is a summary of the presentation given at ICSE of the data contained in a 2018 EMSE paper (which is row 99 on our list): M. Motwani, S. Sankaranarayanan, R. Just, and Y. Brun. Do automated program repair techniques repair hard and important bugs? EMSE, 2018 		FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Bhatia, Sahil, Pushmeet Kohli, and Rishabh Singh	Neuro-symbolic program corrector for introductory programming assignments.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453063	21	Bhatia, Sahil, Pushmeet Kohli, and Rishabh Singh. "Neuro-symbolic program corrector for introductory programming assignments." Proceedings of the 40th International Conference on Software Engineering. 2018.	Neural Program Correction; Automated Feedback Generation; Neural guided search;	Syntactics; Maintenance engineering; Programming; Recurrent neural networks; Prediction algorithms; Semantics;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	This paper uses RNNs to perform syntax repairs for buggy student programs submitted to MOOCs. It repairs syntax in 60% of cases, and finds correct repairs for 23.8%. 14.5k student submissions in their dataset.	Tool is titled SynFix	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	custom benchmark of 14.5k student submissions from MOOCs	SynFix	could not find				unspecified	unspecified	no time limit or resource usage provided							FALSE	FALSE	TRUE	RNN, tokens encoded as one-hot, w/ fixed vocab size. Rare words substituted with IDENT token.	TRUE	FALSE		"We use RNN with LSMT cells consisting of 2 hidden layers each with 128 hidden units and train the model for 50 epochs."	sequence length is 10, vocab size not specified; varies in tabular results between 117 and 1053 for different problems.	FALSE		custom, not released	FALSE	guided by syntax error location given by python interpreter		very summary reporting	TRUE	TRUE	I believe "plausible" ~ syntactically correct, "correct" ~ passes test cases.		n/a
ICSE	Mechtaev, Sergey, et al	Semantic program repair using a reference implementation.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453071	22	Mechtaev, Sergey, et al. "Semantic program repair using a reference implementation." Proceedings of the 40th International Conference on Software Engineering. 2018.	Debugging;Program repair; Verification;	Maintenance engineering; Software; Semantics; Forestry; Instruments; Signal processing algorithms; Scalability;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Attempts to compensate for lack of formal specification by inferring semantics from a reference piece of software. They use the example of Linux Busybox v. GNU Coreuitls. Probably limited to ensuring semantic consistency between implementations, but one has to be assumed correct. doesn't use test suites.		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Custom collection of program pairs, each of which is meant to satisfy the same spec.	SemGraft	could not find				~45 minutes per program		reported only as "45 minutes" on average							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		custom set of progam pairs where the programs satisfy the exact same spec	FALSE	good question. they provide a specially crafted precondition (input) to the program, then look for differences in the semantic use of those variables. I think.	needs a reference implementation (i.e., a correct program must already exist....)		FALSE	TRUE	syntactic equivalence (modulo refactoring)		
ICSE	Mahajan, Sonai, et al	Automated repair of mobile friendly problems in web pages.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453072	23	Mahajan, Sonai, et al. "Automated repair of mobile friendly problems in web pages." Proceedings of the 40th International Conference on Software Engineering. 2018.	Mobile Friendly Problems; automated repair; web apps;	Web pages; Maintenance engineering; Mobile handsets; Cascading style sheets; Layout; Navigation; Organizations;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Custom tool (MFix) to repair mobile view issues with websites. Evaluation is on 38 of the Alexa Top 50 most visited websites. These are then scored automatically by "mobile friendliness rating." Fixes issues in CSS, where "buggy" behavior is "looks bad on mobile" essentially.	5 minutes on average per CSS patch. User study showed that the repaired version was "overwhelmingly preferred". Fault localization by Google Mobile-Friendly Test Tool, an oracle that reports whether there are any types of mobile friendly problems present in the page. Returns reference to HTML elements that contain that problem. 	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Alexa Top 50 sites	MFix	could not find				5 minutes per repair	We parallelized the evaluation of candidate solutions using a alcoud of 100 Amazon EC2 t2.xlarge instances pre-installed with Ubuntu 16.04	5 minutes per patch (but parallelized over 100 beefy computers)							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Alexa Top 50 website code	FALSE	uses an oracle to identify whether mobile view issues exist on a page; localizes further via segmentation (clustering)			FALSE	TRUE	Not clear how this applies; absence of the oracle indicating faults might be "correct" but would "plausible" be "looks better but maybe still has errors"?		
ICSE	van Tonder, Rijnard, and Claire Le Goues	Static automated program repair for heap properties.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453073	24	van Tonder, Rijnard, and Claire Le Goues. "Static automated program repair for heap properties." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated Program Repair; Separation Logic;	Computer bugs; Maintenance engineering; Tools; Static analysis; Semantics; Software; Safety;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Program repair without test cases: uses static analysis and Separation Logic to reason about faults related to pointer safety: resource leaks, memory leaks, and null dereferences. Fixes 55 bugs, including 11 previously undiscovered bugs, in 11 real-world projects.	This is an important paper: APR w/o test suites. Test case availability and quality is a big problem in APR. We need more like this	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom dataset of 11 real-world projects	FootPatch	https://github.com/squaresLab/footpatch				worst in table is 20 minutes	Ubuntu 16.04 LTS server with 20 Xeon E5-2699 CPUs and 20 GB RAM	20 mins was worst in table							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		custom; 11 large-scale projects in Java and in C	FALSE	uses Infer (facebook open source tool) to look for static analysis violations		per-bug	FALSE	TRUE	some were to new bugs that their method discovered and fixed; correctness was verified by manual analysis from text:  "in practice, we apply each patch generated by FootPatch and rerun the static analyzer to see if the patch removes the bug (all did). Where possible, we ran a project’s test suite after applying our patches to validate that our changes do not break tests. We successfully ran the test suites for Apk-tool, armake, and error-prone, which pass. Two projects contained no tests, and the remaining six test suites could not be successfully configured/built."		
ICSE	Le, Xuan-Bach D	Overfitting in semantics-based automated program repair.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453074	25	Le, Xuan-Bach D., et al. "Overfitting in semantics-based automated program repair." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated Program Repair; Program Synthesis; Symbolic Execution; Patch Overfitting;	Maintenance engineering; Semantics; Benchmark testing; Software engineering; Tools; Engines; Sociology;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	This paper uses IntroClass and CodeFlaws to characterize overfitting in patches generated by semantics-based APR tools.	Journal-first paper: Empir Software Eng (2018) 23:3007–3033 https://doi.org/10.1007/s10664-017-9577-2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
ICSE	Xiong, Yingfei, et al	Identifying patch correctness in test-based program repair.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453152	26	Xiong, Yingfei, et al. "Identifying patch correctness in test-based program repair." Proceedings of the 40th international conference on software engineering. 2018.	Test based program repair; patch correctness; patch classification; test generation;	Maintenance engineering; Search problems; Software; Computer crashes; Null value; Runtime;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Test suites are flawed proxies that don't guarantee correctness. This paper attempts to automatically augment the test suite to reduce the fraction of plausible patches that are not also correct. It uses 139 patches to Java programs from some early Java APR tools		FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	139 patches generated by jGenProg, Nopol, jKali, HDRepair, and ACS	Patch-Sim / Test-Sim	https://github.com/Ultimanecat/DefectRepairing				3 minutes per bug for test generation	Intel Xeon E3 CPU and 32GB memory	3 minutes per patch for test suite augmentation, plus normal runtime of tests on patch (ballpark 5 minutes per Defects4J bug from Joe's experience)							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		set of patches produced by extant tools (taken from their published data)	FALSE				TRUE	TRUE	Patches that are correct are correct the same way; patches that are plausible are often plausible in different ways. Distance metrics used for automatic filtering based on this.		
ICSE	Hassan, Foyzul, and Xiaoyin Wang	Hirebuild: An automatic approach to history-driven repair of build scripts.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8453189	27	Hassan, Foyzul, and Xiaoyin Wang. "Hirebuild: An automatic approach to history-driven repair of build scripts." Proceedings of the 40th international conference on software engineering. 2018.	Patch Generation; Software Build Scripts; Build Logs;	Maintenance engineering; Software; Tools; Task analysis; Computer bugs; Data mining; Software engineering;	FALSE	FALSE	FALSE	TRUE	TRUE	Joe	HireBuild - repair of Gradle build scripts for Java projects. They note that based on Travis CI data, 22% of code commits include changes to build script files. Targets repair (defined as compilation) of these.	Dataset is from TravisTorrent dataset, filtered for Gradle build script changes that fix build failures. Patch ranking: "we give higher priority to the patches which involve values or scopes more similar to the buggy script and the build-failure log"	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom set of Gradle build failures (pair of failure and patch taken from TravisTorrent)	HireBuild	https://sites.google.com/site/buildfix2017/		https://sites.google.com/site/buildfix2017/	https://sites.google.com/site/buildfix2017/	600 mins as timeout	2.4GHz Intel Core i7 CPU w/ 16GB ram, Ubuntu 14.10	5h time limit							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		scraped data from TravisTorrent, filtered for Gradle build fail/fix pairs	FALSE	chooses first .gradle file mentioned in error log; if none, uses build.gradle in root folder	mines a bunch of fix patterns from the 135 chronologically oldest bug/fix pairs in their dataset; targets the 40 remaining (of which 24 were reproducible bugs)	per-bug	FALSE	TRUE	Correctness = project builds now where it didn't before. Behavior at runtime is not tested.		
